REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Alabama,2017,47,X,2.80217,X,X,X,X,X,X,967,84,34509
States,Alaska,2017,47,X,3.45056,X,X,X,X,X,X,156,16,4521
States,Arizona,2017,47,X,2.04295,X,X,X,X,X,X,215,39,10524
States,Arkansas,2017,47,X,1.70636,X,X,X,X,X,X,48,16,2813
States,California,2017,47,X,2.2189,X,X,X,X,X,X,817,120,36820
States,Colorado,2017,47,X,1.20099,X,X,X,X,X,X,227,42,18901
States,Connecticut,2017,47,X,2.39194,X,X,X,X,X,X,57,19,2383
States,Delaware,2017,47,X,0.0542299,X,X,X,X,X,X,1,13,1844
States,District of Columbia,2017,47,X,2.19801,X,X,X,X,X,X,230,5,10464
States,Florida,2017,47,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2017,47,X,3.69435,X,X,X,X,X,X,1624,49,43959
States,Hawaii,2017,47,X,3.55769,X,X,X,X,X,X,37,15,1040
States,Idaho,2017,47,X,1.19205,X,X,X,X,X,X,9,6,755
States,Illinois,2017,47,X,1.55901,X,X,X,X,X,X,545,78,34958
States,Indiana,2017,47,X,1.38593,X,X,X,X,X,X,39,24,2814
States,Iowa,2017,47,X,0.911508,X,X,X,X,X,X,24,13,2633
States,Kansas,2017,47,X,2.31926,X,X,X,X,X,X,128,31,5519
States,Kentucky,2017,47,X,1.73643,X,X,X,X,X,X,151,33,8696
States,Louisiana,2017,47,X,5.16172,X,X,X,X,X,X,2587,93,50119
States,Maine,2017,47,X,0.909091,X,X,X,X,X,X,24,25,2640
States,Maryland,2017,47,X,1.77414,X,X,X,X,X,X,104,28,5862
States,Massachusetts,2017,47,X,1.66174,X,X,X,X,X,X,455,46,27381
States,Michigan,2017,47,X,1.86769,X,X,X,X,X,X,428,88,22916
States,Minnesota,2017,47,X,1.6596,X,X,X,X,X,X,90,24,5423
States,Mississippi,2017,47,X,6.08589,X,X,X,X,X,X,1087,47,17861
States,Missouri,2017,47,X,1.39695,X,X,X,X,X,X,77,21,5512
States,Montana,2017,47,X,0.231481,X,X,X,X,X,X,6,8,2592
States,Nebraska,2017,47,X,3.22741,X,X,X,X,X,X,260,49,8056
States,Nevada,2017,47,X,1.27606,X,X,X,X,X,X,224,37,17554
States,New Hampshire,2017,47,X,0.722022,X,X,X,X,X,X,16,17,2216
States,New Jersey,2017,47,X,2.82179,X,X,X,X,X,X,666,41,23602
States,New Mexico,2017,47,X,1.53846,X,X,X,X,X,X,246,39,15990
States,New York,2017,47,X,1.90003,X,X,X,X,X,X,195,56,10263
States,North Carolina,2017,47,X,2.5641,X,X,X,X,X,X,276,50,10764
States,North Dakota,2017,47,X,1.1782,X,X,X,X,X,X,16,9,1358
States,Ohio,2017,47,X,1.03946,X,X,X,X,X,X,147,63,14142
States,Oklahoma,2017,47,X,2.81158,X,X,X,X,X,X,201,23,7149
States,Oregon,2017,47,X,1.64241,X,X,X,X,X,X,553,78,33670
States,Pennsylvania,2017,47,X,1.29776,X,X,X,X,X,X,718,148,55326
States,Rhode Island,2017,47,X,0.74531,X,X,X,X,X,X,29,23,3891
States,South Carolina,2017,47,X,4.19061,X,X,X,X,X,X,175,13,4176
States,South Dakota,2017,47,X,2.2076,X,X,X,X,X,X,198,32,8969
States,Tennessee,2017,47,X,2.00841,X,X,X,X,X,X,129,49,6423
States,Texas,2017,47,X,4.57186,X,X,X,X,X,X,1023,111,22376
States,Utah,2017,47,X,0.232974,X,X,X,X,X,X,43,39,18457
States,Vermont,2017,47,X,1.10608,X,X,X,X,X,X,22,10,1989
States,Virginia,2017,47,X,2.19032,X,X,X,X,X,X,1878,127,85741
States,Washington,2017,47,X,0.820633,X,X,X,X,X,X,56,51,6824
States,West Virginia,2017,47,X,1.67966,X,X,X,X,X,X,140,34,8335
States,Wisconsin,2017,47,X,2.02989,X,X,X,X,X,X,91,24,4483
States,Wyoming,2017,47,X,1.1474,X,X,X,X,X,X,39,21,3399
States,Alabama,2017,48,X,2.97065,X,X,X,X,X,X,1239,84,41708
States,Alaska,2017,48,X,3.70826,X,X,X,X,X,X,181,17,4881
States,Arizona,2017,48,X,3.27773,X,X,X,X,X,X,615,45,18763
States,Arkansas,2017,48,X,2.55597,X,X,X,X,X,X,129,16,5047
States,California,2017,48,X,1.94918,X,X,X,X,X,X,988,124,50688
States,Colorado,2017,48,X,1.2685,X,X,X,X,X,X,336,42,26488
States,Connecticut,2017,48,X,2.65263,X,X,X,X,X,X,126,19,4750
States,Delaware,2017,48,X,0.182349,X,X,X,X,X,X,5,13,2742
States,District of Columbia,2017,48,X,2.64412,X,X,X,X,X,X,394,5,14901
States,Florida,2017,48,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2017,48,X,3.33017,X,X,X,X,X,X,1650,48,49547
States,Hawaii,2017,48,X,4.52148,X,X,X,X,X,X,60,14,1327
States,Idaho,2017,48,X,1.21858,X,X,X,X,X,X,16,5,1313
States,Illinois,2017,48,X,1.85926,X,X,X,X,X,X,906,81,48729
States,Indiana,2017,48,X,2.04347,X,X,X,X,X,X,110,24,5383
States,Iowa,2017,48,X,0.829187,X,X,X,X,X,X,40,14,4824
States,Kansas,2017,48,X,1.70712,X,X,X,X,X,X,128,30,7498
States,Kentucky,2017,48,X,2.10069,X,X,X,X,X,X,237,35,11282
States,Louisiana,2017,48,X,5.08247,X,X,X,X,X,X,3026,94,59538
States,Maine,2017,48,X,1.08962,X,X,X,X,X,X,40,24,3671
States,Maryland,2017,48,X,1.37223,X,X,X,X,X,X,111,26,8089
States,Massachusetts,2017,48,X,1.39196,X,X,X,X,X,X,504,46,36208
States,Michigan,2017,48,X,1.57373,X,X,X,X,X,X,429,85,27260
States,Minnesota,2017,48,X,1.47341,X,X,X,X,X,X,100,23,6787
States,Mississippi,2017,48,X,5.5717,X,X,X,X,X,X,1112,47,19958
States,Missouri,2017,48,X,1.42461,X,X,X,X,X,X,72,19,5054
States,Montana,2017,48,X,0.0948767,X,X,X,X,X,X,3,7,3162
States,Nebraska,2017,48,X,2.3439,X,X,X,X,X,X,241,48,10282
States,Nevada,2017,48,X,1.15908,X,X,X,X,X,X,225,36,19412
States,New Hampshire,2017,48,X,0.76945,X,X,X,X,X,X,27,17,3509
States,New Jersey,2017,48,X,2.77809,X,X,X,X,X,X,747,42,26889
States,New Mexico,2017,48,X,1.27528,X,X,X,X,X,X,251,41,19682
States,New York,2017,48,X,2.09801,X,X,X,X,X,X,277,55,13203
States,North Carolina,2017,48,X,1.71829,X,X,X,X,X,X,324,51,18856
States,North Dakota,2017,48,X,0.677048,X,X,X,X,X,X,10,8,1477
States,Ohio,2017,48,X,1.06059,X,X,X,X,X,X,237,62,22346
States,Oklahoma,2017,48,X,2.80252,X,X,X,X,X,X,258,25,9206
States,Oregon,2017,48,X,1.56149,X,X,X,X,X,X,529,74,33878
States,Pennsylvania,2017,48,X,1.35232,X,X,X,X,X,X,888,148,65665
States,Rhode Island,2017,48,X,0.539993,X,X,X,X,X,X,32,23,5926
States,South Carolina,2017,48,X,4.01184,X,X,X,X,X,X,244,13,6082
States,South Dakota,2017,48,X,2.13715,X,X,X,X,X,X,230,31,10762
States,Tennessee,2017,48,X,1.23239,X,X,X,X,X,X,126,48,10224
States,Texas,2017,48,X,5.26676,X,X,X,X,X,X,1541,112,29259
States,Utah,2017,48,X,0.275559,X,X,X,X,X,X,59,40,21411
States,Vermont,2017,48,X,0.988749,X,X,X,X,X,X,29,10,2933
States,Virginia,2017,48,X,2.33085,X,X,X,X,X,X,2213,134,94944
States,Washington,2017,48,X,0.747624,X,X,X,X,X,X,70,51,9363
States,West Virginia,2017,48,X,1.18158,X,X,X,X,X,X,155,37,13118
States,Wisconsin,2017,48,X,1.73979,X,X,X,X,X,X,115,23,6610
States,Wyoming,2017,48,X,1.55429,X,X,X,X,X,X,68,20,4375
States,Alabama,2017,49,X,3.59379,X,X,X,X,X,X,1274,86,35450
States,Alaska,2017,49,X,4.16396,X,X,X,X,X,X,192,15,4611
States,Arizona,2017,49,X,3.2836,X,X,X,X,X,X,449,37,13674
States,Arkansas,2017,49,X,3.69318,X,X,X,X,X,X,156,16,4224
States,California,2017,49,X,2.49813,X,X,X,X,X,X,1236,128,49477
States,Colorado,2017,49,X,1.5286,X,X,X,X,X,X,379,42,24794
States,Connecticut,2017,49,X,2.68862,X,X,X,X,X,X,129,19,4798
States,Delaware,2017,49,X,0.189251,X,X,X,X,X,X,5,12,2642
States,District of Columbia,2017,49,X,2.49746,X,X,X,X,X,X,368,5,14735
States,Florida,2017,49,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2017,49,X,3.46198,X,X,X,X,X,X,1568,49,45292
States,Hawaii,2017,49,X,4.34109,X,X,X,X,X,X,56,14,1290
States,Idaho,2017,49,X,1.14329,X,X,X,X,X,X,15,6,1312
States,Illinois,2017,49,X,1.99942,X,X,X,X,X,X,957,82,47864
States,Indiana,2017,49,X,2.48435,X,X,X,X,X,X,127,24,5112
States,Iowa,2017,49,X,0.95509,X,X,X,X,X,X,47,14,4921
States,Kansas,2017,49,X,2.53329,X,X,X,X,X,X,175,32,6908
States,Kentucky,2017,49,X,3.32791,X,X,X,X,X,X,368,37,11058
States,Louisiana,2017,49,X,5.24217,X,X,X,X,X,X,2800,91,53413
States,Maine,2017,49,X,0.854503,X,X,X,X,X,X,37,25,4330
States,Maryland,2017,49,X,1.42686,X,X,X,X,X,X,119,28,8340
States,Massachusetts,2017,49,X,1.51453,X,X,X,X,X,X,555,45,36645
States,Michigan,2017,49,X,1.87036,X,X,X,X,X,X,524,86,28016
States,Minnesota,2017,49,X,2.15039,X,X,X,X,X,X,153,25,7115
States,Mississippi,2017,49,X,5.92492,X,X,X,X,X,X,917,45,15477
States,Missouri,2017,49,X,2.27393,X,X,X,X,X,X,172,21,7564
States,Montana,2017,49,X,0.105988,X,X,X,X,X,X,4,8,3774
States,Nebraska,2017,49,X,2.43848,X,X,X,X,X,X,217,49,8899
States,Nevada,2017,49,X,1.43369,X,X,X,X,X,X,260,35,18135
States,New Hampshire,2017,49,X,0.62383,X,X,X,X,X,X,20,17,3206
States,New Jersey,2017,49,X,2.80816,X,X,X,X,X,X,724,42,25782
States,New Mexico,2017,49,X,1.7894,X,X,X,X,X,X,338,42,18889
States,New York,2017,49,X,2.39118,X,X,X,X,X,X,334,58,13968
States,North Carolina,2017,49,X,2.01148,X,X,X,X,X,X,340,49,16903
States,North Dakota,2017,49,X,1.28399,X,X,X,X,X,X,17,8,1324
States,Ohio,2017,49,X,1.34996,X,X,X,X,X,X,289,62,21408
States,Oklahoma,2017,49,X,3.03567,X,X,X,X,X,X,257,25,8466
States,Oregon,2017,49,X,1.85642,X,X,X,X,X,X,609,75,32805
States,Pennsylvania,2017,49,X,1.36633,X,X,X,X,X,X,826,148,60454
States,Rhode Island,2017,49,X,1.78361,X,X,X,X,X,X,106,23,5943
States,South Carolina,2017,49,X,4.06838,X,X,X,X,X,X,238,14,5850
States,South Dakota,2017,49,X,2.11987,X,X,X,X,X,X,220,32,10378
States,Tennessee,2017,49,X,1.42824,X,X,X,X,X,X,123,45,8612
States,Texas,2017,49,X,5.83165,X,X,X,X,X,X,1678,111,28774
States,Utah,2017,49,X,0.26722,X,X,X,X,X,X,67,36,25073
States,Vermont,2017,49,X,1.02459,X,X,X,X,X,X,30,10,2928
States,Virginia,2017,49,X,2.36303,X,X,X,X,X,X,2050,127,86753
States,Washington,2017,49,X,0.381971,X,X,X,X,X,X,20,48,5236
States,West Virginia,2017,49,X,1.2359,X,X,X,X,X,X,160,37,12946
States,Wisconsin,2017,49,X,2.13326,X,X,X,X,X,X,146,24,6844
States,Wyoming,2017,49,X,2.01948,X,X,X,X,X,X,85,20,4209
States,Alabama,2017,50,X,4.6979,X,X,X,X,X,X,1737,85,36974
States,Alaska,2017,50,X,3.89239,X,X,X,X,X,X,204,17,5241
States,Arizona,2017,50,X,5.10282,X,X,X,X,X,X,866,44,16971
States,Arkansas,2017,50,X,5.11499,X,X,X,X,X,X,258,16,5044
States,California,2017,50,X,3.39179,X,X,X,X,X,X,1671,122,49266
States,Colorado,2017,50,X,1.79085,X,X,X,X,X,X,436,42,24346
States,Connecticut,2017,50,X,2.86832,X,X,X,X,X,X,88,19,3068
States,Delaware,2017,50,X,0.267584,X,X,X,X,X,X,7,12,2616
States,District of Columbia,2017,50,X,2.54612,X,X,X,X,X,X,363,5,14257
States,Florida,2017,50,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2017,50,X,3.59846,X,X,X,X,X,X,1683,49,46770
States,Hawaii,2017,50,X,3.30852,X,X,X,X,X,X,40,15,1209
States,Idaho,2017,50,X,0.774336,X,X,X,X,X,X,7,5,904
States,Illinois,2017,50,X,2.99869,X,X,X,X,X,X,1397,80,46587
States,Indiana,2017,50,X,2.30987,X,X,X,X,X,X,106,24,4589
States,Iowa,2017,50,X,1.14634,X,X,X,X,X,X,47,13,4100
States,Kansas,2017,50,X,4.05592,X,X,X,X,X,X,264,32,6509
States,Kentucky,2017,50,X,4.8155,X,X,X,X,X,X,522,35,10840
States,Louisiana,2017,50,X,6.72283,X,X,X,X,X,X,4046,93,60183
States,Maine,2017,50,X,0.782065,X,X,X,X,X,X,30,25,3836
States,Maryland,2017,50,X,1.57176,X,X,X,X,X,X,122,26,7762
States,Massachusetts,2017,50,X,1.72312,X,X,X,X,X,X,639,45,37084
States,Michigan,2017,50,X,2.2088,X,X,X,X,X,X,545,83,24674
States,Minnesota,2017,50,X,2.30408,X,X,X,X,X,X,157,27,6814
States,Mississippi,2017,50,X,8.49014,X,X,X,X,X,X,1498,48,17644
States,Missouri,2017,50,X,2.78846,X,X,X,X,X,X,203,20,7280
States,Montana,2017,50,X,0.0831716,X,X,X,X,X,X,3,8,3607
States,Nebraska,2017,50,X,3.29828,X,X,X,X,X,X,298,49,9035
States,Nevada,2017,50,X,2.3175,X,X,X,X,X,X,440,36,18986
States,New Hampshire,2017,50,X,0.785597,X,X,X,X,X,X,24,17,3055
States,New Jersey,2017,50,X,3.2248,X,X,X,X,X,X,826,42,25614
States,New Mexico,2017,50,X,2.39285,X,X,X,X,X,X,383,35,16006
States,New York,2017,50,X,2.65723,X,X,X,X,X,X,349,55,13134
States,North Carolina,2017,50,X,1.9343,X,X,X,X,X,X,305,49,15768
States,North Dakota,2017,50,X,1.66534,X,X,X,X,X,X,21,7,1261
States,Ohio,2017,50,X,1.25287,X,X,X,X,X,X,262,67,20912
States,Oklahoma,2017,50,X,4.90312,X,X,X,X,X,X,458,26,9341
States,Oregon,2017,50,X,2.48936,X,X,X,X,X,X,854,75,34306
States,Pennsylvania,2017,50,X,1.46136,X,X,X,X,X,X,852,147,58302
States,Rhode Island,2017,50,X,1.42137,X,X,X,X,X,X,79,22,5558
States,South Carolina,2017,50,X,4.46907,X,X,X,X,X,X,242,13,5415
States,South Dakota,2017,50,X,2.09188,X,X,X,X,X,X,209,30,9991
States,Tennessee,2017,50,X,2.37249,X,X,X,X,X,X,207,44,8725
States,Texas,2017,50,X,9.36695,X,X,X,X,X,X,2764,110,29508
States,Utah,2017,50,X,0.435192,X,X,X,X,X,X,74,40,17004
States,Vermont,2017,50,X,2.03443,X,X,X,X,X,X,52,10,2556
States,Virginia,2017,50,X,2.60214,X,X,X,X,X,X,2231,126,85737
States,Washington,2017,50,X,0.50782,X,X,X,X,X,X,25,49,4923
States,West Virginia,2017,50,X,2.40449,X,X,X,X,X,X,321,36,13350
States,Wisconsin,2017,50,X,1.94926,X,X,X,X,X,X,126,24,6464
States,Wyoming,2017,50,X,2.21333,X,X,X,X,X,X,94,20,4247
States,Alabama,2017,51,X,7.73028,X,X,X,X,X,X,3116,84,40309
States,Alaska,2017,51,X,4.10418,X,X,X,X,X,X,208,17,5068
States,Arizona,2017,51,X,6.14811,X,X,X,X,X,X,973,43,15826
States,Arkansas,2017,51,X,9.77581,X,X,X,X,X,X,375,14,3836
States,California,2017,51,X,4.58891,X,X,X,X,X,X,2069,117,45087
States,Colorado,2017,51,X,2.23917,X,X,X,X,X,X,546,42,24384
States,Connecticut,2017,51,X,3.93357,X,X,X,X,X,X,90,20,2288
States,Delaware,2017,51,X,0.503876,X,X,X,X,X,X,13,12,2580
States,District of Columbia,2017,51,X,2.25352,X,X,X,X,X,X,296,5,13135
States,Florida,2017,51,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2017,51,X,4.67296,X,X,X,X,X,X,2199,50,47058
States,Hawaii,2017,51,X,5.96616,X,X,X,X,X,X,67,15,1123
States,Idaho,2017,51,X,2.0219,X,X,X,X,X,X,24,7,1187
States,Illinois,2017,51,X,4.1977,X,X,X,X,X,X,1956,77,46597
States,Indiana,2017,51,X,4.7195,X,X,X,X,X,X,159,24,3369
States,Iowa,2017,51,X,1.58928,X,X,X,X,X,X,51,13,3209
States,Kansas,2017,51,X,6.31697,X,X,X,X,X,X,395,30,6253
States,Kentucky,2017,51,X,9.64837,X,X,X,X,X,X,1007,30,10437
States,Louisiana,2017,51,X,9.61433,X,X,X,X,X,X,6165,91,64123
States,Maine,2017,51,X,0.968188,X,X,X,X,X,X,35,24,3615
States,Maryland,2017,51,X,2.33503,X,X,X,X,X,X,161,27,6895
States,Massachusetts,2017,51,X,2.10554,X,X,X,X,X,X,719,44,34148
States,Michigan,2017,51,X,2.75099,X,X,X,X,X,X,579,85,21047
States,Minnesota,2017,51,X,2.93532,X,X,X,X,X,X,177,25,6030
States,Mississippi,2017,51,X,12.2494,X,X,X,X,X,X,2426,46,19805
States,Missouri,2017,51,X,4.90646,X,X,X,X,X,X,278,18,5666
States,Montana,2017,51,X,0.0637146,X,X,X,X,X,X,2,8,3139
States,Nebraska,2017,51,X,3.91286,X,X,X,X,X,X,379,49,9686
States,Nevada,2017,51,X,2.77483,X,X,X,X,X,X,523,36,18848
States,New Hampshire,2017,51,X,0.831444,X,X,X,X,X,X,22,17,2646
States,New Jersey,2017,51,X,3.5274,X,X,X,X,X,X,907,41,25713
States,New Mexico,2017,51,X,3.15934,X,X,X,X,X,X,575,38,18200
States,New York,2017,51,X,3.81745,X,X,X,X,X,X,445,52,11657
States,North Carolina,2017,51,X,1.9008,X,X,X,X,X,X,215,48,11311
States,North Dakota,2017,51,X,3.77778,X,X,X,X,X,X,68,9,1800
States,Ohio,2017,51,X,1.88083,X,X,X,X,X,X,363,51,19300
States,Oklahoma,2017,51,X,6.81702,X,X,X,X,X,X,532,22,7804
States,Oregon,2017,51,X,3.8024,X,X,X,X,X,X,1397,78,36740
States,Pennsylvania,2017,51,X,1.6969,X,X,X,X,X,X,1016,146,59874
States,Rhode Island,2017,51,X,1.55383,X,X,X,X,X,X,70,23,4505
States,South Carolina,2017,51,X,6.68842,X,X,X,X,X,X,328,14,4904
States,South Dakota,2017,51,X,2.53222,X,X,X,X,X,X,277,32,10939
States,Tennessee,2017,51,X,4.87661,X,X,X,X,X,X,330,43,6767
States,Texas,2017,51,X,13.449,X,X,X,X,X,X,3938,106,29281
States,Utah,2017,51,X,1.22118,X,X,X,X,X,X,143,36,11710
States,Vermont,2017,51,X,1.00305,X,X,X,X,X,X,23,10,2293
States,Virginia,2017,51,X,3.05112,X,X,X,X,X,X,2749,129,90098
States,Washington,2017,51,X,1.06412,X,X,X,X,X,X,39,48,3665
States,West Virginia,2017,51,X,3.85153,X,X,X,X,X,X,441,35,11450
States,Wisconsin,2017,51,X,2.84772,X,X,X,X,X,X,164,23,5759
States,Wyoming,2017,51,X,2.85018,X,X,X,X,X,X,117,19,4105
States,Alabama,2017,52,X,9.14754,X,X,X,X,X,X,3583,87,39169
States,Alaska,2017,52,X,4.62,X,X,X,X,X,X,231,17,5000
States,Arizona,2017,52,X,8.49823,X,X,X,X,X,X,1078,44,12685
States,Arkansas,2017,52,X,10.9495,X,X,X,X,X,X,286,14,2612
States,California,2017,52,X,6.84245,X,X,X,X,X,X,2512,118,36712
States,Colorado,2017,52,X,2.56986,X,X,X,X,X,X,469,42,18250
States,Connecticut,2017,52,X,4.21422,X,X,X,X,X,X,96,19,2278
States,Delaware,2017,52,X,0.278164,X,X,X,X,X,X,4,11,1438
States,District of Columbia,2017,52,X,2.78897,X,X,X,X,X,X,270,5,9681
States,Florida,2017,52,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2017,52,X,5.56055,X,X,X,X,X,X,2412,50,43377
States,Hawaii,2017,52,X,8.57143,X,X,X,X,X,X,57,14,665
States,Idaho,2017,52,X,1.37276,X,X,X,X,X,X,13,7,947
States,Illinois,2017,52,X,6.44354,X,X,X,X,X,X,2524,81,39171
States,Indiana,2017,52,X,7.84406,X,X,X,X,X,X,167,23,2129
States,Iowa,2017,52,X,3.54701,X,X,X,X,X,X,83,14,2340
States,Kansas,2017,52,X,8.03306,X,X,X,X,X,X,379,30,4718
States,Kentucky,2017,52,X,8.73841,X,X,X,X,X,X,782,32,8949
States,Louisiana,2017,52,X,11.3784,X,X,X,X,X,X,6583,88,57855
States,Maine,2017,52,X,1.19332,X,X,X,X,X,X,25,24,2095
States,Maryland,2017,52,X,4.47549,X,X,X,X,X,X,189,23,4223
States,Massachusetts,2017,52,X,3.11497,X,X,X,X,X,X,796,46,25554
States,Michigan,2017,52,X,3.50053,X,X,X,X,X,X,566,83,16169
States,Minnesota,2017,52,X,3.63548,X,X,X,X,X,X,150,24,4126
States,Mississippi,2017,52,X,13.8878,X,X,X,X,X,X,2059,45,14826
States,Missouri,2017,52,X,9.33202,X,X,X,X,X,X,190,19,2036
States,Montana,2017,52,X,0.176991,X,X,X,X,X,X,3,8,1695
States,Nebraska,2017,52,X,5.50255,X,X,X,X,X,X,496,49,9014
States,Nevada,2017,52,X,3.75349,X,X,X,X,X,X,712,36,18969
States,New Hampshire,2017,52,X,0.787879,X,X,X,X,X,X,13,17,1650
States,New Jersey,2017,52,X,4.65945,X,X,X,X,X,X,1085,33,23286
States,New Mexico,2017,52,X,4.54253,X,X,X,X,X,X,776,38,17083
States,New York,2017,52,X,3.58402,X,X,X,X,X,X,366,52,10212
States,North Carolina,2017,52,X,3.80179,X,X,X,X,X,X,234,45,6155
States,North Dakota,2017,52,X,2.34671,X,X,X,X,X,X,31,8,1321
States,Ohio,2017,52,X,3.29235,X,X,X,X,X,X,474,47,14397
States,Oklahoma,2017,52,X,8.25442,X,X,X,X,X,X,645,25,7814
States,Oregon,2017,52,X,4.88977,X,X,X,X,X,X,1821,78,37241
States,Pennsylvania,2017,52,X,2.52226,X,X,X,X,X,X,1334,124,52889
States,Rhode Island,2017,52,X,1.52387,X,X,X,X,X,X,45,23,2953
States,South Carolina,2017,52,X,8.35623,X,X,X,X,X,X,365,15,4368
States,South Dakota,2017,52,X,3.45696,X,X,X,X,X,X,302,32,8736
States,Tennessee,2017,52,X,4.46826,X,X,X,X,X,X,221,47,4946
States,Texas,2017,52,X,10.9528,X,X,X,X,X,X,1830,68,16708
States,Utah,2017,52,X,2.1783,X,X,X,X,X,X,205,39,9411
States,Vermont,2017,52,X,1.79671,X,X,X,X,X,X,35,10,1948
States,Virginia,2017,52,X,3.92037,X,X,X,X,X,X,3523,129,89864
States,Washington,2017,52,X,4.70265,X,X,X,X,X,X,257,38,5465
States,West Virginia,2017,52,X,7.72021,X,X,X,X,X,X,830,36,10751
States,Wisconsin,2017,52,X,3.59025,X,X,X,X,X,X,109,21,3036
States,Wyoming,2017,52,X,4.94815,X,X,X,X,X,X,167,21,3375
States,Alabama,2018,1,X,9.45467,X,X,X,X,X,X,3738,86,39536
States,Alaska,2018,1,X,4.33424,X,X,X,X,X,X,222,17,5122
States,Arizona,2018,1,X,7.37482,X,X,X,X,X,X,1249,46,16936
States,Arkansas,2018,1,X,7.69231,X,X,X,X,X,X,257,16,3341
States,California,2018,1,X,6.66513,X,X,X,X,X,X,2310,118,34658
States,Colorado,2018,1,X,2.73208,X,X,X,X,X,X,553,42,20241
States,Connecticut,2018,1,X,4.47821,X,X,X,X,X,X,112,19,2501
States,Delaware,2018,1,X,0.599201,X,X,X,X,X,X,9,12,1502
States,District of Columbia,2018,1,X,2.90916,X,X,X,X,X,X,310,5,10656
States,Florida,2018,1,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2018,1,X,6.30901,X,X,X,X,X,X,3067,49,48613
States,Hawaii,2018,1,X,4.83871,X,X,X,X,X,X,54,14,1116
States,Idaho,2018,1,X,3.43228,X,X,X,X,X,X,37,8,1078
States,Illinois,2018,1,X,5.85488,X,X,X,X,X,X,2495,81,42614
States,Indiana,2018,1,X,6.93352,X,X,X,X,X,X,194,23,2798
States,Iowa,2018,1,X,2.18396,X,X,X,X,X,X,52,14,2381
States,Kansas,2018,1,X,8.64818,X,X,X,X,X,X,499,30,5770
States,Kentucky,2018,1,X,10.9567,X,X,X,X,X,X,1096,31,10003
States,Louisiana,2018,1,X,10.2584,X,X,X,X,X,X,5053,91,49257
States,Maine,2018,1,X,0.884956,X,X,X,X,X,X,25,25,2825
States,Maryland,2018,1,X,3.85664,X,X,X,X,X,X,198,29,5134
States,Massachusetts,2018,1,X,2.86885,X,X,X,X,X,X,721,44,25132
States,Michigan,2018,1,X,2.95998,X,X,X,X,X,X,676,86,22838
States,Minnesota,2018,1,X,4.23372,X,X,X,X,X,X,221,24,5220
States,Mississippi,2018,1,X,9.99491,X,X,X,X,X,X,1964,49,19650
States,Missouri,2018,1,X,10.7473,X,X,X,X,X,X,256,17,2382
States,Montana,2018,1,X,0.118906,X,X,X,X,X,X,3,8,2523
States,Nebraska,2018,1,X,5.05129,X,X,X,X,X,X,453,47,8968
States,Nevada,2018,1,X,3.56019,X,X,X,X,X,X,690,35,19381
States,New Hampshire,2018,1,X,1.82501,X,X,X,X,X,X,34,17,1863
States,New Jersey,2018,1,X,4.88305,X,X,X,X,X,X,1142,42,23387
States,New Mexico,2018,1,X,4.59618,X,X,X,X,X,X,869,37,18907
States,New York,2018,1,X,4.56376,X,X,X,X,X,X,340,51,7450
States,North Carolina,2018,1,X,3.02572,X,X,X,X,X,X,260,47,8593
States,North Dakota,2018,1,X,2.72,X,X,X,X,X,X,34,7,1250
States,Ohio,2018,1,X,3.0264,X,X,X,X,X,X,470,61,15530
States,Oklahoma,2018,1,X,6.56508,X,X,X,X,X,X,517,26,7875
States,Oregon,2018,1,X,4.78878,X,X,X,X,X,X,1875,77,39154
States,Pennsylvania,2018,1,X,2.57178,X,X,X,X,X,X,1709,146,66452
States,Rhode Island,2018,1,X,2.36116,X,X,X,X,X,X,71,23,3007
States,South Carolina,2018,1,X,7.79995,X,X,X,X,X,X,340,14,4359
States,South Dakota,2018,1,X,3.01451,X,X,X,X,X,X,295,32,9786
States,Tennessee,2018,1,X,5.08143,X,X,X,X,X,X,312,49,6140
States,Texas,2018,1,X,12.5909,X,X,X,X,X,X,3428,108,27226
States,Utah,2018,1,X,2.09605,X,X,X,X,X,X,237,40,11307
States,Vermont,2018,1,X,2.67592,X,X,X,X,X,X,54,10,2018
States,Virginia,2018,1,X,4.34703,X,X,X,X,X,X,3803,130,87485
States,Washington,2018,1,X,5.14451,X,X,X,X,X,X,267,45,5190
States,West Virginia,2018,1,X,5.53746,X,X,X,X,X,X,459,35,8289
States,Wisconsin,2018,1,X,3.79294,X,X,X,X,X,X,159,20,4192
States,Wyoming,2018,1,X,6.62233,X,X,X,X,X,X,239,19,3609
States,Alabama,2018,2,X,11.1666,X,X,X,X,X,X,4829,87,43245
States,Alaska,2018,2,X,4.43308,X,X,X,X,X,X,208,16,4692
States,Arizona,2018,2,X,5.56987,X,X,X,X,X,X,951,38,17074
